
--- Page 1 ---
[Error: 503 IOCP/Socket: Connection timed out (A connection attempt failed because the connected party did not properly respond after a period of time, or established connection failed because connected host has failed to respond.
 -- 10060)]

--- Page 2 ---
Based on the provided image of the Kannada government document, here is the OCR extraction, correction, and English translation.

### **Corrected Kannada Text (OCR)**

ಎಲ್ಲಾ ರೈತರಿಗೆ QR Code ಕಡ್ಡಾಯವಾಗಿದ್ದು, ಬೀಜಗಳನ್ನು ರೈತ ಸಂಪರ್ಕ ಕೇಂದ್ರಗಳಲ್ಲಿ ದಾಸ್ತಾನು ಮಾಡುವ ಮುನ್ನ, ಬೀಜಗಳ ಪ್ಯಾಕೆಟ್‌ಗಳ ಮೇಲೆ QR Code ನಮೂದಿಸಿರುವುದನ್ನು ಖಚಿತಪಡಿಸಿಕೊಳ್ಳುವುದು. ಬೀಜ ಮಾರಾಟ ಮಾಡುವಾಗ, Seed MIS ನಲ್ಲಿ QR Code ಮುಖಾಂತರ ದಾಖಲಾದ ನಂತರವೇ ಬೀಜ ವಿತರಣೆ ಕೈಗೊಳ್ಳುವುದು. ಯಾವುದೇ ಕಾರಣಕ್ಕೂ, QR Code ರಹಿತವಾದ ಬೀಜಗಳನ್ನು ವಿತರಿಸುವಂತಿಲ್ಲ.

**ವಿಶೇಷ ಸೂಚನೆಗಳು:**

1.  ಪ್ರತಿಬಾರಿ ಬೀಜಗಳನ್ನು ವಿತರಿಸುವಾಗ, ಪ್ರತಿಬಾರಿಗೆ ಬಿಲ್‌ಗಳಲ್ಲಿ ಒಂದೇ ಆವೃತ್ತಿಯನ್ನು ಬಳಸಿ ಬೀಜಗಳನ್ನು ವಿತರಿಸುವಂತಿಲ್ಲ. ಈ ವ್ಯವಸ್ಥೆಯು ಪ್ರತಿ ವಿತರಣೆ ನಂತರ ಉಳಿತಾಯ ಬೀಜಗಳ ವಿವರ ಲಭ್ಯವಾಗುವುದಿಲ್ಲ.
2.  ಈ ಮಾಹಿತಿಯನ್ನು ರೈತ ಸಂಪರ್ಕ ಕೇಂದ್ರಗಳಲ್ಲಿ ಪರಿಶೀಲನೆ ಮಾಡಬೇಕು, ಈ ಬಗ್ಗೆ ಲಭ್ಯವಿರುವಂತೆ ಪ್ರತಿ ರೈತರಿಗೂ ಸಹ ಸ್ಪಷ್ಟಪಡಿಸುವುದು.
3.  ಬೀಜಗಳಿಗೆ ಬಿಡುಗಡೆಯಾದ ಸಬ್ಸಿಡಿ ಹಣವನ್ನು ರೈತರ ಖಾತೆಗೆ ನೇರವಾಗಿ ವರ್ಗಾಯಿಸಲಾಗುವುದು. ಉಳಿದ ಪಾಲಿನ ಹಣವನ್ನು ಶೇ 50% ರಂತೆ, ರೈತರಿಗೆ ನೀಡುವುದು.
4.  ಸದರಿ ಸುತ್ತೋಲೆಯು ಮುಂದಿನ ಆದೇಶದವರೆಗೆ/ಸೂಚನೆ ಹೊರಡಿಸುವವರೆಗೂ ಜಾರಿಯಲ್ಲಿರುತ್ತದೆ.
5.  ರೈತ ಸಂಪರ್ಕ ಕೇಂದ್ರಗಳಲ್ಲಿ ಬೀಜ ದಾಸ್ತಾನು ಮಾಡುವಾಗ ಪ್ರತಿ ತಳಿವಾರಾಗಿ ಪ್ರತ್ಯೇಕವಾಗಿ ದಾಸ್ತಾನು ಮಾಡುವುದು. ಉದಾಹರಣೆಗೆ, ಶೇಂಗಾ/ಕಡಲೆಕಾಯಿ ದಾಸ್ತಾನು ಮಾಡುವಾಗ ಆರ್.ಎಫ್.ಎಲ್. ತಳಿಯನ್ನು ಒಂದು ಕಡೆ, ಕೆ.ಸಿ.ಜಿ. ತಳಿಯನ್ನು ಒಂದು ಕಡೆ, ಹೀಗೆ ಪ್ರತ್ಯೇಕವಾಗಿ ದಾಸ್ತಾನು ಮಾಡುವುದು.
6.  ಸರ್ಕಾರ ಮಾರ್ಗಸೂಚಿಯನ್ವಯ ಬಿತ್ತನೆ ಬೀಜಗಳಿಗೆ ದರವನ್ನು ನಿಗದಿಪಡಿಸಿದ್ದು, ಒಂದು ಕುಟುಂಬಕ್ಕೆ ಗರಿಷ್ಠ 5 ಎಕರೆ (2 ಹೆಕ್ಟೇರ್) ವರೆಗೆ, ಯಾವುದಾದರೂ ಒಂದು ಬೆಳೆಗೆ ಮಾತ್ರ, ಪ್ರತಿ ರೈತನಿಗೆ ಗರಿಷ್ಠ 3 ಎಕರೆಗೆ ಸೀಮಿತಗೊಳಿಸಿ, ಬಿತ್ತನೆ ಬೀಜವನ್ನು ವಿತರಿಸುವುದು.

### **English Translation**

The QR Code is mandatory for all farmers. Before stocking seeds at Raitha Samparka Kendras (Farmer Contact Centers), it must be ensured that the QR Code is present on the seed packets. When selling seeds, the distribution must only be done after making an entry through the QR Code in the Seed MIS. Under no circumstances should seeds without a QR Code be distributed.

**Special Instructions:**

1.  Each time seeds are distributed, they must not be distributed using the same bill version for every transaction. With this system, the details of the remaining seeds will not be available after each distribution.
2.  This information should be verified at the Raitha Samparka Kendras, and it must also be clarified to every farmer as it is made available.
3.  The subsidy amount released for seeds will be directly transferred to the farmer's account. The remaining share of the money, at a rate of 50%, is to be given to the farmer.
4.  This circular will remain in effect until further orders/notifications are issued.
5.  When stocking seeds at Raitha Samparka Kendras, they must be stocked separately for each variety. For example, when stocking groundnuts/peanuts, the R.F.L. variety should be stocked in one place and the K.C.G. variety in another, thus stocking them separately.
6.  As per government guidelines, the price for sowing seeds has been fixed. Seeds should be distributed by limiting it to a maximum of 5 acres (2 hectares) per family, for any one crop only, and with a maximum limit of 3 acres per farmer.

--- Page 3 ---
Of course. Here is the OCR extraction, correction, and English translation of the provided Kannada document page.

### Corrected Kannada Text

7. ಪ್ರಸ್ತುತ ಜಾರಿಯಲ್ಲಿರುವ ಬೀಜ ವಿತರಣೆಯ ಮೇಲೆ Seed MIS ನಲ್ಲಿ ಇರುವಂತೆಯೇ ಆಯ್ಕೆ(select) ಮಾಡಿ ವಿತರಿಸುವ ಅಂಶವನ್ನು ತೆಗೆದುಹಾಕಲಾಗಿದೆ. ಆಯಾ ರೈತ ಸಂಪರ್ಕ ಕೇಂದ್ರಗಳಿಗೆ ನಿಗದಿಯಾಗಿರುವ ಇಂಡೆಂಟ್‌ ಪ್ರಮಾಣಕ್ಕೆ ಮಾತ್ರವೇ ವಿತರಿಸುವುದರಿಂದ ನೇರವಾಗಿ ಬೀಜದ ಬಿಲ್‌ಗಳನ್ನೇ ಸಲ್ಲಿಸಲು ಸಾಧ್ಯವಾಗದ ಕಾರಣ ವಿತರಣೆ ಮಾಡಲಾಗುತ್ತಿದೆ.

8. ಪ್ರಸ್ತುತ ಜಾರಿಯಲ್ಲಿರುವ ಬೀಜ ವಿತರಣಾ ತಂತ್ರಾಂಶವನ್ನು Seed MIS ನಲ್ಲಿ ದಾಖಲಿಸಿ ಬಳಿಕವಷ್ಟೆ ನಿಗದಿಯಾಗಿರುವ ಪ್ರಮಾಣವನ್ನು freeze ಮಾಡಲಾಗಿರುತ್ತದೆ. ಜಿಲ್ಲೆಯ ಬೀಜ ವಿತರಣಾ ತಂತ್ರಾಂಶದ ಪ್ರಮಾಣವನ್ನು ತೋರಿಸುತ್ತಿರುವುದು ಖಚಿತವಾಗಿಲ್ಲದಿರುವುದರಿಂದ, ಸೂಕ್ತ ಕಾರಣ/ವಿವರಣೆಗಳೊಂದಿಗೆ ಕೇಂದ್ರ ಕಛೇರಿಗೆ ಪ್ರಸ್ತಾವನೆ ಸಲ್ಲಿಸಿ, ಅನುಮತಿ ಪಡೆದು Seed MIS ನಲ್ಲಿ ಪರಿಷ್ಕೃತ ತಂತ್ರಾಂಶವನ್ನು ದಾಖಲಿಸಿದ ನಂತರವೇ ಬೀಜ ವಿತರಣೆಯನ್ನು ಮುಂದುವರಿಸುವುದು. ಒಂದು ವೇಳೆ ಅನುಮತಿ ಪಡೆಯದೆ offline ನಲ್ಲಿ ತಂತ್ರಾಂಶದ ಮೇಲೆ ಬೀಜ ವಿತರಿಸಿದಲ್ಲಿ, ಅಂತಹ ಪ್ರಮಾಣವನ್ನು ಪರಿಗಣಿಸಲಾಗುವುದಿಲ್ಲ.

(ಸಹಿ)
ಕೃಷಿ ನಿರ್ದೇಶಕರು

---

### English Translation

7. In the current seed distribution process, the feature to 'select' and distribute as was present in Seed MIS has been removed. As distribution is limited to the indented quantity fixed for the respective Raitha Samparka Kendras and direct submission of seed bills is not possible, this distribution is being carried out.

8. The prescribed quantity is frozen only after the details from the current seed distribution software are recorded in Seed MIS. As it is not confirmed that the district seed distribution software is showing the correct quantity, a proposal must be submitted to the head office with appropriate reasons/explanations to obtain permission, and seed distribution should be continued only after the revised software details are recorded in Seed MIS. In case seeds are distributed offline through the software without obtaining permission, such quantities will not be considered.

(Signature)
Director of Agriculture

--- Page 4 ---
Of course. Here is the OCR extraction, correction, and English translation of the provided Kannada government document.

### **1. Corrected Kannada Text**

The following Kannada text was extracted and corrected from the document:

**ಶೀರ್ಷಿಕೆ (Title):**
ಅನುಬಂಧ

**ಬೆಳೆಗಳು (Crops):**
*   ಊದಲು (Oodalu)
*   ಅವರೆ (Avare)

---

### **2. English Translation**

The primary Kannada word "ಅನುಬಂಧ" translates to "Annexure". The other Kannada words are names of crops, whose English equivalents are already provided in the document.

Here is the full content of the document transcribed and translated into English for complete context.

**Annexure-4**

**Accepted Quantity and Rates of different Crops/Varieties offered in the RFP during Kharif 2025**
(Quantity in quintals, Rate in Rs. per quintal)

| Sl. No. | Supplier Name | Crops | Variety/ Hybrid | Kharif 2025 Certified | Kharif 2025 Truthfully Labelled |
| :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | **Accepted Qty** | **Accepted Rate** | **Accepted Qty** | **Accepted Rate** |
| 8 | National Seeds Corporation Ltd | Little Millet | DHLM-36-3 | 40 | 6950 | | |
| | | **Crop Total** | | **40** | | **0** | |
| 9 | Advanta Enterprises Ltd | Maize | PAC740 | | | 800 | 19800 |
| | Advanta Enterprises Ltd | Maize | ADV 762 (ADV 7022) | | | 200 | 31500 |
| | Advanta Enterprises Ltd | Maize | ADV 768 | | | 1000 | 34100 |
| | Agro Distributors | Maize | 3591 | | | 3000 | 18500 |
| | Arunodaya Seeds Pvt Ltd | Maize | APSA-91 | | | 2200 | 14400 |
| | Asha Agrisciences Pvt Ltd (Former Yaganti Seeds Pvt Ltd) | Maize | Byrava Super | | | 1500 | 21000 |
| | Asha Agrisciences Pvt Ltd (Former Yaganti Seeds Pvt Ltd) | Maize | Laxmi Sona (YMH-3333) | | | 500 | 29200 |
| | Asha Agrisciences Pvt Ltd (Former Yaganti Seeds Pvt Ltd) | Maize | Laxmi-4959 | | | 2000 | 16000 |
| | Asha Agrisciences Pvt Ltd (Former Yaganti Seeds Pvt Ltd) | Maize | Laxmi sikka(3960) | | | 500 | 31200 |
| | Asha Agrisciences Pvt Ltd (Former Yaganti Seeds Pvt Ltd) | Maize | Laxmi Sapna | | | 500 | 28500 |
| | Asha Agrisciences Pvt Ltd (Former Yaganti Seeds Pvt Ltd) | Maize | Laxmi-3636 | | | 1000 | 25000 |

--- Page 6 ---
Based on the image provided, here is the OCR transcription and translation.

**Note:** The provided document is in English, not Kannada. Therefore, the following output contains the corrected English text extracted via OCR. As the source text is already in English, a separate translation is not required. The data from the empty "Kharif 2025 Certified" columns has been omitted for clarity.

### Corrected English Text (OCR)
Page: 6

| Sl. No. | Supplier Name | Crops | Variety/ Hybrid | Accepted Qty (Truthfully Labelled) | Accepted Rate (Truthfully Labelled) |
| :--- | :--- | :--- | :--- | :--- | :--- |
| | Basaganni Seeds Farm | Maize | HTMH-5404 | 750 | 19100 |
| | Basaganni Seeds Farm | Maize | HTMH-5203 | 1000 | 32100 |
| | Basaganni Seeds Farm | Maize | HTMH-5402 | 2000 | 21500 |
| | Charoen Pokphand Seeds India Pvt Ltd | Maize | CP-848 | 1200 | 19200 |
| | Charoen Pokphand Seeds India Pvt Ltd | Maize | CP-555 | 300 | 22200 |
| | Ganga Kaveri Seeds Pvt Ltd | Maize | GK-3045 | 5500 | 16000 |
| | Ganga Kaveri Seeds Pvt Ltd | Maize | GK-3018 | 2500 | 22200 |
| | Ganga Kaveri Seeds Pvt Ltd | Maize | GK-3015 | 2000 | 20600 |
| | Ganga Kaveri Seeds Pvt Ltd | Maize | GK-3218 | 5000 | 35700 |
| | Ganga Kaveri Seeds Pvt Ltd | Maize | GK-3264 | 1500 | 30000 |
| | Ganga Kaveri Seeds Pvt Ltd | Maize | GK-3266 | 3000 | 30000 |
| | Kaveri Seed Company Ltd | Maize | KMH 225 | 2000 | 21500 |
| | Kaveri Seed Company Ltd | Maize | KMH-517 Shimsha | 5000 | 16900 |
| | Kaveri Seed Company Ltd | Maize | KMH Super 244 | 1500 | 28000 |
| | Kaveri Seed Company Ltd | Maize | KMH-PROFIT | 1000 | 31600 |
| | Kaveri Seed Company Ltd | Maize | Drona(KMH-2589) | 1000 | 35200 |
| | Kaveri Seed Company Ltd | Maize | KMH-244 | 2500 | 23900 |
| | Mahati Seed Science Pvt Ltd | Maize | SM-505 | 3500 | 16000 |
| | Namadhari Seeds Pvt Ltd | Maize | NS-8011 | 5000 | 29000 |
| | Nu genes Pvt Ltd | Maize | NLM-66 | 3000 | 14500 |
| | Nuziveedu Seeds Limited | Maize | NMH-777 (Sunny) | 1000 | 30500 |
| | Nuziveedu Seeds Limited | Maize | NMH-4144(Kranthi) | 2000 | 30300 |
| | Prabhath Agri Biotech Ltd | Maize | PMH-2233(Rambo) | 1200 | 16100 |
| | Prabhath Agri Biotech Ltd | Maize | PMH-2223 (Ryder-M) | 2000 | 28000 |
| | Prabhath Agri Biotech Ltd | Maize | PMH-2255(Ryder) | 2000 | 28000 |
| | Priya Agencies | Maize | NK-6240 | 1700 | 33000 |
| | Priya Agencies | Maize | S-6305 | 1200 | 26000 |
| | Proline Seeds Company India Pvt Ltd | Maize | PSC-207 | 1200 | 12000 |
| | Proline Seeds Company India Pvt Ltd | Maize | PSC-105 | 1500 | 13100 |
| | Sahaja Crop Science Pvt Ltd | Maize | Chatrapathi | 1000 | 16000 |
| | Siri seeds India Pvt Ltd | Maize | Siri Raider | 1250 | 24000 |
| | Siri seeds India Pvt Ltd | Maize | Siri-4366 | 1250 | 23000 |
| | Sri Sai Agro Service | Maize | JKMH-4848 | 1500 | 24400 |
| | Sriram Bio Seed Genetics (DCM Shriram Ltd) | Maize | Bio-151 | 2500 | 19000 |
| | Sriram Bio Seed Genetics (DCM Shriram Ltd) | Maize | Bio-716 (Rajkumar) | 2500 | 29900 |
| | Star Agrotech pvt ltd | Maize | Star-9 | 500 | 18800 |
| | Star Agrotech pvt ltd | Maize | TARA | 2000 | 13800 |
| | Varada Agro Agency | Maize | Bhavani (KMSH-1974) | 720 | 25300 |
| | Varada Agro Agency | Maize | Shivani (KMSH-1980) | 1800 | 16400 |
| | Varada Agro Agency | Maize | DM-9279 | 99 | 32200 |

--- Page 7 ---
Excellent! This document is a list of seed procurements for the Kharif 2025 season, detailing suppliers, crop varieties, and accepted quantities and rates for different seed categories.

Here is the requested OCR extraction, correction, and English translation.

### 1. Corrected Text from Image (Latin Script)

This is a direct transcription of the text from the document table, with OCR errors corrected. The document is written in English (Latin script).

| Sl. No. | Supplier Name | Crops | Variety/ Hybrid | Kharif 2025 Certified | | Kharif 2025 Truthfully Labelled | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | **Accepted Qty** | **Accepted Rate** | **Accepted Qty** | **Accepted Rate** |
| | Varada Agro Service | Maize | 30B07 | | | 2250 | 38500 |
| | Varada Agro Service | Maize | P3305 | | | 540 | 38500 |
| | Varsha Agro Corporation | Maize | 900M Gold | | | 1500 | 27500 |
| | Varsha Agro Corporation | Maize | DKC-9149 (IM8581) | | | 1000 | 21500 |
| | Varsha Agro Corporation | Maize | Allrounder | | | 1000 | 19500 |
| | Varsha Agro Corporation | Maize | DKC-9198 | | | 1500 | 31500 |
| | Varsha Agro Corporation | Maize | DKC-9126 (LJ-8512) | | | 2000 | 32000 |
| | **Crop Total** | | | **0** | | **101159** | |
| 10 | Karnataka State Seeds corporation | Navane | DHFT-109-03 | 810 | 6950 | | |
| | Shanti Trading Company | Navane | DHFT-109-03 | | | 100 | 6850 |
| | Karnataka State Seeds corporation | Navane | HN-46 | 255 | 6950 | | |
| | National Seeds Corporation Ltd | Navane | HN-46 | 50 | 6950 | | |
| | **Crop Total** | | | **1115** | | **100** | |
| 11 | Karnataka State Seeds corporation | Paddy | Abhilash | 5000 | 4900 | | |
| | National Seeds Corporation Ltd | Paddy | Athira | | | 820 | 4800 |
| | Karnataka State Seeds corporation | Paddy | BPT-5204 | 3230 | 4500 | | |
| | Karnataka State Seeds corporation | Paddy | BR-2655 | 750 | 4600 | | |
| | Karnataka State Seeds corporation | Paddy | Gangavathi Sona | 100 | 4000 | | |
| | National Seeds Corporation Ltd | Paddy | IET-13901 (Tunga) | 1500 | 4400 | | |
| | National Seeds Corporation Ltd | Paddy | IET-13901 (Tunga) | 875 | 4400 | | |
| | Karnataka State Seeds corporation | Paddy | Intan | 1300 | 4900 | | |
| | National Seeds Corporation Ltd | Paddy | IR-64 | 3190 | 4300 | | |
| | Karnataka State Seeds corporation | Paddy | IR-64 | 1250 | 4300 | | |
| | Karnataka State Seeds corporation | Paddy | Jaya | 4205 | 4300 | | |
| | National Seeds Corporation Ltd | Paddy | Jyothi | 16300 | 4900 | | |
| | Karnataka State Seeds corporation | Paddy | Jyothi | 3500 | 4900 | | |
| | Karnataka State Seeds corporation | Paddy | KHP-10 | 30 | 4400 | | |
| | Karnataka State Seeds corporation | Paddy | KHP-11 | 300 | 4400 | | |
| | Karnataka State Seeds corporation | Paddy | KHP-13 | 190 | 4400 | | |
| | Karnataka State Seeds corporation | Paddy | KMP-220 | 50 | 4000 | | |
| | Karnataka State Seeds corporation | Paddy | MO-23 | 200 | 4900 | | |
| | Karnataka State Seeds corporation | Paddy | MO-4 | 5750 | 4900 | | |
| | Karnataka State Seeds corporation | Paddy | MSN-99 | 8 | 4000 | | |
| | National Seeds Corporation Ltd | Paddy | MTU-1001 | 7000 | 4300 | | |
| | Karnataka State Seeds corporation | Paddy | MTU-1001 | 1000 | 4300 | | |
| | National Seeds Corporation Ltd | Paddy | MTU-1010 | 2130 | 4300 | | |
| | Karnataka State Seeds corporation | Paddy | MTU-1010 | 1000 | 4300 | | |
| | National Seeds Corporation Ltd | Paddy | RNR-15048 | 12150 | 5000 | | |
| | National Seeds Corporation Ltd | Paddy | RNR-15048 | 2600 | 5000 | | |
| | Karnataka State Seeds corporation | Paddy | Sahyadri Bramha | 100 | 4900 | | |
| | Karnataka State Seeds corporation | Paddy | Sahyadri Kempu Mukthi | 2330 | 4900 | | |
| | Karnataka State Seeds corporation | Paddy | Sahyadri Panchamukhi | 100 | 4700 | | |
| | Karnataka State Seeds corporation | Paddy | Tellahamsa | 750 | 4300 | | |

---

### 2. English Translation and Clarification

This is the English translation of the document, presented in a clear format with explanations for local terms. The accepted quantities are likely in quintals (100 kg), and the rates are likely per quintal, though units are not specified.

| Serial No. | Supplier Name | Crop | Variety/Hybrid | Kharif 2025 Certified Seeds | | Kharif 2025 Truthfully Labelled Seeds | |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | | | | **Accepted Qty** | **Accepted Rate** | **Accepted Qty** | **Accepted Rate** |
| | Varada Agro Service | Maize (Corn) | 30B07 | | | 2250 | 38500 |
| | Varada Agro Service | Maize (Corn) | P3305 | | | 540 | 38500 |
| | Varsha Agro Corporation | Maize (Corn) | 900M Gold | | | 1500 | 27500 |
| | Varsha Agro Corporation | Maize (Corn) | DKC-9149 (IM8581) | | | 1000 | 21500 |
| | Varsha Agro Corporation | Maize (Corn) | Allrounder | | | 1000 | 19500 |
| | Varsha Agro Corporation | Maize (Corn) | DKC-9198 | | | 1500 | 31500 |
| | Varsha Agro Corporation | Maize (Corn) | DKC-9126 (LJ-8512) | | | 2000 | 32000 |
| | **Crop Total** | | | **0** | | **101159** | |
| 10 | Karnataka State Seeds Corporation | Foxtail Millet (Navane) | DHFT-109-03 | 810 | 6950 | | |
| | Shanti Trading Company | Foxtail Millet (Navane) | DHFT-109-03 | | | 100 | 6850 |
| | Karnataka State Seeds Corporation | Foxtail Millet (Navane) | HN-46 | 255 | 6950 | | |
| | National Seeds Corporation Ltd | Foxtail Millet (Navane) | HN-46 | 50 | 6950 | | |
| | **Crop Total** | | | **1115** | | **100** | |
| 11 | Karnataka State Seeds Corporation | Paddy (Rice) | Abhilash | 5000 | 4900 | | |
| | National Seeds Corporation Ltd | Paddy (Rice) | Athira | | | 820 | 4800 |
| | Karnataka State Seeds Corporation | Paddy (Rice) | BPT-5204 | 3230 | 4500 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | BR-2655 | 750 | 4600 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | Gangavathi Sona | 100 | 4000 | | |
| | National Seeds Corporation Ltd | Paddy (Rice) | IET-13901 (Tunga) | 1500 | 4400 | | |
| | National Seeds Corporation Ltd | Paddy (Rice) | IET-13901 (Tunga) | 875 | 4400 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | Intan | 1300 | 4900 | | |
| | National Seeds Corporation Ltd | Paddy (Rice) | IR-64 | 3190 | 4300 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | IR-64 | 1250 | 4300 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | Jaya | 4205 | 4300 | | |
| | National Seeds Corporation Ltd | Paddy (Rice) | Jyothi | 16300 | 4900 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | Jyothi | 3500 | 4900 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | KHP-10 | 30 | 4400 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | KHP-11 | 300 | 4400 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | KHP-13 | 190 | 4400 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | KMP-220 | 50 | 4000 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | MO-23 | 200 | 4900 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | MO-4 | 5750 | 4900 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | MSN-99 | 8 | 4000 | | |
| | National Seeds Corporation Ltd | Paddy (Rice) | MTU-1001 | 7000 | 4300 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | MTU-1001 | 1000 | 4300 | | |
| | National Seeds Corporation Ltd | Paddy (Rice) | MTU-1010 | 2130 | 4300 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | MTU-1010 | 1000 | 4300 | | |
| | National Seeds Corporation Ltd | Paddy (Rice) | RNR-15048 | 12150 | 5000 | | |
| | National Seeds Corporation Ltd | Paddy (Rice) | RNR-15048 | 2600 | 5000 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | Sahyadri Bramha | 100 | 4900 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | Sahyadri Kempu Mukthi | 2330 | 4900 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | Sahyadri Panchamukhi | 100 | 4700 | | |
| | Karnataka State Seeds Corporation | Paddy (Rice) | Tellahamsa | 750 | 4300 | | |

--- Page 8 ---
Excellent. This is a government document detailing seed procurement. Although the request mentions Kannada, the document is entirely in English.

Here is the accurate OCR extraction and the corresponding English text as requested.

### 1. Corrected English Text (OCR)

The text has been extracted and formatted into a table for clarity. The page number `8` is circled at the top right of the document.

| Sl. No. | Supplier Name | Crops | Variety/Hybrid | Kharif 2025 Certified - Accepted Qty | Kharif 2025 Certified - Accepted Rate | Kharif 2025 Truthfully Labelled - Accepted Qty | Kharif 2025 Truthfully Labelled - Accepted Rate |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| | Karnataka State Seeds corporation | Paddy | Thanu | 100 | 4200 | | |
| | National Seeds Corporation Ltd | Paddy | Thanu | 102 | 4200 | | |
| | Karnataka State Seeds corporation | Paddy | Uma | 2000 | 4500 | | |
| | **Crop Total** | | | **79090** | | **820** | |
| 12 | Agro Seeds Corporation | Ragi | GPU-28 | | | 30 | 6500 |
| | Panchami Seeds Corporation | Ragi | GPU-28 | 1550 | 6500 | | |
| | Karnataka State Seeds corporation | Ragi | GPU-28 | 20 | 6500 | | |
| | National Seeds Corporation Ltd | Ragi | GPU-66 | 390 | 6500 | | |
| | Karnataka State Seeds corporation | Ragi | GPU-66 | 320 | 6500 | | |
| | Karnataka State Seeds corporation | Ragi | Indaf-7 | 187.5 | 6500 | | |
| | Karnataka State Seeds corporation | Ragi | Indaf-9 | 190 | 6500 | | |
| | National Seeds Corporation Ltd | Ragi | KMR-301 | 1585 | 6500 | | |
| | Karnataka State Seeds corporation | Ragi | KMR-301 | 100 | 6500 | | |
| | National Seeds Corporation Ltd | Ragi | KMR-316 | 400 | 6500 | | |
| | Agro Seeds Corporation | Ragi | KMR-316 | 37.5 | 6500 | | |
| | Karnataka State Seeds corporation | Ragi | KMR-630 | 7.5 | 6500 | | |
| | National Seeds Corporation Ltd | Ragi | KMR-630 | 520 | 6500 | | |
| | Agro Seeds Corporation | Ragi | KMR-630 | 200 | 6500 | | |
| | Karnataka State Seeds corporation | Ragi | ML-365 | 40 | 6500 | | |
| | National Seeds Corporation Ltd | Ragi | ML-365 | 11480 | 6500 | | |
| | Panchami Seeds Corporation | Ragi | ML-365 | 950 | 6500 | | |
| | Agro Seeds Corporation | Ragi | ML-365 | 40 | 6500 | | |
| | Karnataka State Seeds corporation | Ragi | MR-1 | 12.5 | 6500 | | |
| | Panchami Seeds Corporation | Ragi | MR-1 | 2800 | 6500 | | |
| | Agro Seeds Corporation | Ragi | MR-1 | 12.5 | 6500 | | |
| | Karnataka State Seeds corporation | Ragi | MR-6 | 12.5 | 6500 | | |
| | National Seeds Corporation Ltd | Ragi | MR-6 | 8350 | 6500 | | |
| | Panchami Seeds Corporation | Ragi | MR-6 | 360 | 6500 | | |
| | Agro Seeds Corporation | Ragi | MR-6 | 12.5 | 6500 | | |
| | Panchami Seeds Corporation | Ragi | PR-202 | 500 | 6500 | | |
| | National Seeds Corporation Ltd | Ragi | PR-202 | 200 | 6500 | | |
| | National Seeds Corporation Ltd | Ragi | VL-352 | 500 | 6500 | | |
| | Karnataka State Seeds corporation | Ragi | VL-376 | 500 | 6500 | | |
| | **Crop Total** | | | **31287.5** | | **0** | |
| 13 | Karnataka State Seeds corporation | Redgram | BRG-1 | 60 | 14700 | | |
| | Karnataka State Seeds corporation | Redgram | BRG-2 | 20 | 14700 | | |
| | Karnataka State Seeds corporation | Redgram | BRG-3 | 230 | 14500 | | |
| | National Seeds Corporation Ltd | Redgram | BRG-3 | 90 | 14500 | | |
| | Karnataka State Seeds corporation | Redgram | BRG-4 | 50 | 14700 | | |
| | Karnataka State Seeds corporation | Redgram | BRG-5 | 1250 | 14500 | | |
| | National Seeds Corporation Ltd | Redgram | BRG-5 | 130 | 14500 | | |
| | Karnataka State Seeds corporation | Redgram | BSMR-736 | 150 | 15000 | | |
| | Arunodhaya Enterprises | Redgram | GRG-152 | 23 | 14500 | | |
| | Karnataka State Seeds corporation | Redgram | GRG-152 | 6300 | 14500 | | |
| | National Seeds Corporation Ltd | Redgram | GRG-152 | 5500 | 14500 | | |
| | Shanti Trading Company | Redgram | GRG-152 | 23 | 14500 | | |
| | Sri Amareshwara Seeds | Redgram | GRG-152 | 45 | 14500 | | |

---

### 2. English Translation

The provided document is already written in English. Therefore, a translation from Kannada is not applicable. The table below presents the fluent English text as found in the document.

